provider_id,provider_name,state,specialty,total_claims,total_payment,avg_claim_amount,claim_count_rank,claims_count,claims_total_amount,claims_avg_amount,claim_amount_std,unique_procedures,unique_diagnoses,avg_procedures_per_claim,avg_diagnoses_per_claim,procedure_concentration,volume_percentile_in_specialty,cluster,cluster_risk_score,volume_risk_score,amount_risk_score,specialty_base_risk,specialty_concentration,specialty_risk_score,proc_concentration_percentile,diagnosis_concentration,diag_concentration_percentile,diversity_risk_score,composite_risk_score,risk_category,investigation_priority
P000011,Healthcare Provider 11,DC,Internal Medicine,89,18762.753735931048,333.2969599257783,76,10,1422.74,142.27,96.15,4,4,0.4,0.4,0.0449438202247191,0.98,0,57.18574702902349,7.0,23.3,70.0,0.23015873015873015,65.16666666666667,85.64206268958544,0.0449438202247191,97.32052578361981,9.686552072800808,5.0,Low,Low
P000012,Healthcare Provider 12,DC,Family Practice,108,22056.875603180662,520.6686352346636,231,5,1024.84,204.97,143.64,3,4,0.6,0.8,0.027777777777777776,0.47,0,57.18574702902349,59.4,52.1,50.0,0.25396825396825395,46.19047619047619,33.67037411526795,0.037037037037037035,77.45197168857432,48.8169868554095,68.0,High,High
P000013,Healthcare Provider 13,CA,Family Practice,88,6143.974029621285,316.5890820392691,716,4,604.4,151.1,87.15,3,2,0.75,0.5,0.03409090909090909,0.324,1,53.64814949992073,6.1,21.0,50.0,0.23809523809523808,46.42857142857143,59.10010111223458,0.022727272727272728,29.474216380182,52.75025278058645,4.5,Low,Low
P000014,Healthcare Provider 14,NY,Family Practice,91,67033.41666349846,245.2549295848804,962,5,570.55,114.11,84.89,3,3,0.6,0.6,0.03296703296703297,0.47,1,53.64814949992073,9.1,7.9,50.0,0.2077922077922078,46.883116883116884,56.97674418604651,0.03296703296703297,66.6835187057634,39.14054600606673,1.1,Low,Low
P000015,Healthcare Provider 15,DC,Internal Medicine,101,64708.72402701066,1005.8927679452077,248,5,1108.03,221.61,180.75,5,2,1.0,0.4,0.04950495049504951,0.52,1,53.64814949992073,39.7,100.0,70.0,0.23015873015873015,65.16666666666667,94.03437815975732,0.019801980198019802,17.03741152679474,36.76440849342771,87.9,Critical,Critical
P000016,Healthcare Provider 16,TX,Cardiology,102,5933.189759802599,176.32265069711954,302,8,1583.58,197.95,208.54,5,3,0.625,0.375,0.049019607843137254,0.895,0,57.18574702902349,42.4,2.2,65.0,0.23703703703703705,60.37777777777778,93.12436804853387,0.029411764705882353,50.606673407482305,23.882709807886755,8.2,Low,Low
P000017,Healthcare Provider 17,CA,Cardiology,113,52450.8638628987,349.7603310571843,726,2,403.57,201.79,219.3,2,2,1.0,1.0,0.017699115044247787,0.086,1,53.64814949992073,76.8,26.7,65.0,0.2108843537414966,60.88775510204082,9.403437815975733,0.017699115044247787,10.56622851365015,90.1314459049545,73.3,High,High
P000018,Healthcare Provider 18,VA,Internal Medicine,87,32994.68130915216,420.8017893285613,215,7,1323.39,189.06,221.14,4,4,0.571,0.571,0.04597701149425287,0.829,0,57.18574702902349,5.2,39.8,70.0,0.27205882352941174,64.28676470588236,88.01820020222448,0.04597701149425287,98.02831142568252,7.977755308392318,9.7,Low,Low
P000019,Healthcare Provider 19,NY,Cardiology,110,7926.967949396811,921.1457626277462,158,7,898.96,128.42,107.37,5,4,0.714,0.571,0.045454545454545456,0.807,0,57.18574702902349,66.9,100.0,65.0,0.24675324675324675,60.18831168831169,86.80485338725987,0.03636363636363636,74.67138523761375,18.048533872598583,93.9,Critical,Critical
P000020,Healthcare Provider 20,TX,Internal Medicine,101,6594.556394173489,631.6240295126826,69,7,1608.88,229.84,123.61,4,4,0.571,0.571,0.039603960396039604,0.829,0,57.18574702902349,39.7,60.3,70.0,0.32592592592592595,63.15555555555556,73.15470171890799,0.039603960396039604,85.8948432760364,21.74924165824065,61.7,High,High
P000021,Healthcare Provider 21,TX,Cardiology,97,32000.066803905203,174.84067186267012,393,7,1402.66,200.38,159.69,4,3,0.571,0.429,0.041237113402061855,0.807,0,57.18574702902349,24.8,2.0,65.0,0.23703703703703705,60.37777777777778,77.80586450960566,0.030927835051546393,58.84732052578362,29.777553083923152,4.2,Low,Low
P000022,Healthcare Provider 22,VA,Orthopedics,93,14798.718765306336,402.8744115399758,85,6,2061.11,343.52,535.63,3,4,0.5,0.667,0.03225806451612903,0.707,0,57.18574702902349,13.1,36.7,50.0,0.25,46.25,54.60060667340748,0.043010752688172046,94.43882709807887,29.46410515672396,10.4,Low,Low
P000023,Healthcare Provider 23,NY,Orthopedics,100,135937.27574198824,407.69938411130386,267,1,75.84,75.84,0.0,1,1,1.0,1.0,0.01,0.017,1,53.64814949992073,35.8,37.6,50.0,0.2922077922077922,45.616883116883116,3.741152679474216,0.01,4.499494438827098,95.95551061678464,52.1,Medium,Medium
P000024,Healthcare Provider 24,CA,Family Practice,91,57102.22688659721,359.9016617576156,69,6,2178.12,363.02,541.69,4,2,0.667,0.333,0.04395604395604396,0.621,0,57.18574702902349,9.1,28.7,50.0,0.23809523809523808,46.42857142857143,83.72093023255815,0.02197802197802198,27.24974721941355,38.867542972699695,7.4,Low,Low
P000025,Healthcare Provider 25,MD,Orthopedics,82,35372.61233128673,549.9924515980476,611,5,1522.61,304.52,159.12,4,2,0.8,0.4,0.04878048780487805,0.564,0,57.18574702902349,2.2,54.7,50.0,0.23376623376623376,46.493506493506494,92.51769464105156,0.024390243902439025,32.7098078867543,31.40546006066735,19.6,Low,Low
P000026,Healthcare Provider 26,NY,Orthopedics,100,37163.37469276027,199.42665729341329,347,3,264.8,88.27,25.83,3,2,1.0,0.667,0.03,0.228,1,53.64814949992073,35.8,3.6,50.0,0.2922077922077922,45.616883116883116,43.78159757330637,0.02,18.149646107178967,66.47118301314458,8.3,Low,Low
P000027,Healthcare Provider 27,VA,Orthopedics,103,83355.27557083825,328.87641560312767,962,6,1151.64,191.94,128.0,3,3,0.5,0.5,0.02912621359223301,0.707,0,57.18574702902349,45.2,22.3,50.0,0.25,46.25,39.68655207280081,0.02912621359223301,49.54499494438827,56.370070778564205,32.6,Medium,Medium
P000028,Healthcare Provider 28,TX,Internal Medicine,95,51355.02619760103,512.5556928614866,728,7,2327.24,332.46,288.04,4,4,0.571,0.571,0.042105263157894736,0.829,0,57.18574702902349,18.6,51.5,70.0,0.32592592592592595,63.15555555555556,80.0303336703741,0.042105263157894736,92.92214357937311,14.812942366026292,34.1,Medium,Medium
P000029,Healthcare Provider 29,CA,Orthopedics,102,36307.0217612703,566.6760740937566,927,2,192.9,96.45,101.86,2,2,1.0,1.0,0.0196078431372549,0.085,1,53.64814949992073,42.4,55.9,50.0,0.3469387755102041,44.795918367346935,15.11627906976744,0.0196078431372549,16.329625884732053,84.39838220424672,67.6,High,High
P000030,Healthcare Provider 30,NY,Orthopedics,114,8264.618276957775,434.7233000053277,673,2,241.8,120.9,86.18,2,2,1.0,1.0,0.017543859649122806,0.085,1,53.64814949992073,80.1,42.4,50.0,0.2922077922077922,45.616883116883116,9.100101112234581,0.017543859649122806,10.06066734074823,90.51567239635996,78.1,High,High
P000031,Healthcare Provider 31,MD,Family Practice,105,470686.22658611415,349.25555371734487,423,2,596.77,298.39,306.63,2,1,1.0,0.5,0.01904761904761905,0.08,1,53.64814949992073,51.4,26.6,50.0,0.22077922077922077,46.68831168831169,13.498483316481295,0.009523809523809525,2.982810920121335,90.70778564206269,52.2,Medium,Medium
P000032,Healthcare Provider 32,MD,Orthopedics,113,7308.674743664244,379.9460858022268,606,3,256.93,85.64,63.16,2,3,0.667,1.0,0.017699115044247787,0.228,1,53.64814949992073,76.8,32.8,50.0,0.23376623376623376,46.493506493506494,9.403437815975733,0.02654867256637168,37.360970677451974,79.41354903943378,69.4,High,High
P000033,Healthcare Provider 33,DC,Orthopedics,111,16114.217936276997,584.176732498835,174,3,414.55,138.18,54.86,3,2,1.0,0.667,0.02702702702702703,0.228,1,53.64814949992073,70.5,56.9,50.0,0.21428571428571427,46.785714285714285,31.294236602628917,0.018018018018018018,11.375126390293225,76.67340748230535,78.5,High,High
P000034,Healthcare Provider 34,DC,Cardiology,105,4210.226491098359,410.3253542931122,677,7,1874.49,267.78,289.48,4,4,0.571,0.571,0.0380952380952381,0.807,0,57.18574702902349,51.4,38.3,65.0,0.30158730158730157,59.11904761904762,69.00910010111222,0.0380952380952381,80.73811931243681,26.299292214357948,50.6,Medium,Medium
P000035,Healthcare Provider 35,FL,Family Practice,108,37752.16706667512,239.62524583475084,115,4,803.37,200.84,69.02,2,3,0.5,0.75,0.018518518518518517,0.324,1,53.64814949992073,59.4,7.6,50.0,0.19708029197080293,47.043795620437955,11.830131445904954,0.027777777777777776,42.366026289180994,75.95551061678464,33.4,Medium,Medium
P000036,Healthcare Provider 36,VA,Family Practice,87,25619.53530440354,217.72900823412263,220,5,932.71,186.54,154.09,3,3,0.6,0.6,0.034482758620689655,0.47,0,57.18574702902349,5.2,5.1,50.0,0.22794117647058823,46.580882352941174,59.70677451971689,0.034482758620689655,69.9191102123357,36.20829120323559,0.8,Low,Low
P000037,Healthcare Provider 37,NY,Family Practice,107,47347.83803654612,191.5562097944687,956,3,521.39,173.8,122.19,2,1,0.667,0.333,0.018691588785046728,0.187,1,53.64814949992073,57.2,3.1,50.0,0.2077922077922078,46.883116883116884,12.335692618806876,0.009345794392523364,2.224469160768453,91.70879676440849,33.3,Medium,Medium
P000038,Healthcare Provider 38,NY,Family Practice,110,3869.708146719133,835.299555188515,31,12,2660.67,221.72,208.41,4,4,0.333,0.333,0.03636363636363636,0.995,0,57.18574702902349,66.9,95.5,50.0,0.2077922077922078,46.883116883116884,63.397371081900914,0.03636363636363636,74.67138523761375,32.09302325581395,91.5,Critical,Critical
P000039,Healthcare Provider 39,FL,Family Practice,100,67030.67754460342,604.0946662201753,523,6,780.43,130.07,78.25,4,4,0.667,0.667,0.04,0.621,0,57.18574702902349,35.8,58.4,50.0,0.19708029197080293,47.043795620437955,74.46916076845298,0.04,87.41152679474217,20.353892821031337,48.3,Medium,Medium
P000040,Healthcare Provider 40,TX,Family Practice,93,9823.81283634428,382.5104826108876,343,9,469.71,52.19,23.0,5,3,0.556,0.333,0.053763440860215055,0.918,0,57.18574702902349,13.1,33.4,50.0,0.2074074074074074,46.88888888888889,97.52275025278058,0.03225806451612903,64.76238624873609,15.58139534883722,7.1,Low,Low
P000041,Healthcare Provider 41,TX,Internal Medicine,93,18977.22396943473,321.534149531044,377,5,978.14,195.63,116.63,4,2,0.8,0.4,0.043010752688172046,0.52,1,53.64814949992073,13.1,21.7,70.0,0.32592592592592595,63.15555555555556,81.90091001011123,0.021505376344086023,25.83417593528817,40.525783619818,8.4,Low,Low
P000042,Healthcare Provider 42,FL,Orthopedics,101,55914.06674275629,302.78863747757055,130,6,1663.06,277.18,137.42,3,3,0.5,0.5,0.0297029702970297,0.707,0,57.18574702902349,39.7,17.3,50.0,0.25547445255474455,46.167883211678834,42.113245702730026,0.0297029702970297,51.820020222446914,54.00404448938322,20.5,Low,Low
P000043,Healthcare Provider 43,TX,Family Practice,85,28602.994214190505,696.8837103944504,1000,3,370.53,123.51,117.64,2,3,0.667,1.0,0.023529411764705882,0.187,1,53.64814949992073,3.6,69.2,50.0,0.2074074074074074,46.88888888888889,25.783619817997977,0.03529411764705882,72.24469160768453,55.631951466127404,42.4,Medium,Medium
P000044,Healthcare Provider 44,DC,Orthopedics,101,30697.68601612292,1045.464699517092,617,1,551.48,551.48,0.0,1,1,1.0,1.0,0.009900990099009901,0.017,1,53.64814949992073,39.7,100.0,50.0,0.21428571428571427,46.785714285714285,3.5389282103134483,0.009900990099009901,4.145601617795753,96.21840242669363,92.9,Critical,Critical
P000045,Healthcare Provider 45,NY,Orthopedics,95,48980.56275400768,298.0626019307717,539,4,797.99,199.5,168.06,3,2,0.75,0.5,0.031578947368421054,0.403,1,53.64814949992073,18.6,15.7,50.0,0.2922077922077922,45.616883116883116,51.870576339737106,0.021052631578947368,23.559150657229523,59.45399393326593,6.9,Low,Low
P000046,Healthcare Provider 46,FL,Internal Medicine,119,33819.42565625859,712.8049070541609,739,9,1823.01,202.56,226.04,5,4,0.556,0.444,0.04201680672268908,0.953,0,57.18574702902349,99.5,71.1,70.0,0.23357664233576642,65.0948905109489,79.5247724974722,0.03361344537815126,67.9474216380182,25.106167846309404,94.5,Critical,Critical
P000047,Healthcare Provider 47,NY,Family Practice,120,15660.42482877794,409.1191597242557,2,3,1187.21,395.74,330.17,3,1,1.0,0.333,0.025,0.187,1,53.64814949992073,100.0,37.9,50.0,0.2077922077922078,46.883116883116884,27.148634984833166,0.008333333333333333,0.3033367037411527,83.58948432760364,84.5,Critical,Critical
P000048,Healthcare Provider 48,MD,Cardiology,81,18648.68422723749,362.7759895309669,871,6,1254.1,209.02,154.21,4,3,0.667,0.5,0.04938271604938271,0.674,0,57.18574702902349,1.4,29.2,65.0,0.2597402597402597,59.935064935064936,93.52881698685542,0.037037037037037035,77.45197168857432,12.90192113245702,4.9,Low,Low
P000049,Healthcare Provider 49,DC,Internal Medicine,106,27224.66597445838,855.8602824775624,101,2,2028.46,1014.23,379.07,2,1,1.0,0.5,0.018867924528301886,0.098,1,53.64814949992073,54.7,96.4,70.0,0.23015873015873015,65.16666666666667,12.841253791708795,0.009433962264150943,2.62891809908999,91.24368048533873,97.8,Critical,Critical
P000050,Healthcare Provider 50,CA,Cardiology,102,8995.177743577053,401.3834238333957,533,6,1000.73,166.79,105.18,4,3,0.667,0.5,0.0392156862745098,0.674,0,57.18574702902349,42.4,36.6,65.0,0.2108843537414966,60.88775510204082,71.840242669363,0.029411764705882353,50.606673407482305,36.653185035389285,46.4,Medium,Medium
P000052,Healthcare Provider 52,FL,Orthopedics,87,29397.177073467345,456.7503522446426,389,6,1022.65,170.44,139.94,4,4,0.667,0.667,0.04597701149425287,0.707,0,57.18574702902349,5.2,45.2,50.0,0.25547445255474455,46.167883211678834,88.01820020222448,0.04597701149425287,98.02831142568252,7.977755308392318,7.5,Low,Low
P000053,Healthcare Provider 53,CA,Internal Medicine,65,23736.66713223547,178.96680051765145,692,5,910.18,182.04,69.97,2,2,0.4,0.4,0.03076923076923077,0.52,0,57.18574702902349,0.0,2.4,70.0,0.20408163265306123,65.71428571428572,48.02831142568251,0.03076923076923077,57.93731041456016,48.00808897876643,2.4,Low,Low
P000054,Healthcare Provider 54,MD,Internal Medicine,95,72583.76542210173,466.0092922409358,941,5,1226.16,245.23,141.57,3,3,0.6,0.6,0.031578947368421054,0.52,0,57.18574702902349,18.6,46.3,70.0,0.2857142857142857,64.0,51.870576339737106,0.031578947368421054,62.032355915065715,44.06471183013145,41.4,Medium,Medium
P000055,Healthcare Provider 55,FL,Cardiology,108,19533.502685950745,304.4947932863301,341,3,407.95,135.98,90.17,2,2,0.667,0.667,0.018518518518518517,0.213,1,53.64814949992073,59.4,18.0,65.0,0.31386861313868614,58.879562043795616,11.830131445904954,0.018518518518518517,12.689585439838218,87.82608695652173,55.5,Medium,Medium
P000056,Healthcare Provider 56,VA,Family Practice,98,18353.56298670993,198.22909948777095,861,3,406.05,135.35,111.98,3,3,1.0,1.0,0.030612244897959183,0.187,1,53.64814949992073,28.3,3.5,50.0,0.22794117647058823,46.580882352941174,47.118301314459046,0.030612244897959183,57.0273003033367,48.918099089989894,4.0,Low,Low
P000057,Healthcare Provider 57,NY,Cardiology,99,13566.66874553408,311.5100060229402,20,6,974.3,162.38,69.76,3,3,0.5,0.5,0.030303030303030304,0.674,0,57.18574702902349,31.8,19.5,65.0,0.24675324675324675,60.18831168831169,45.601617795753285,0.030303030303030304,55.25783619817998,50.53589484327604,23.7,Low,Low
P000058,Healthcare Provider 58,MD,Internal Medicine,109,31041.087493927196,310.2273963487342,255,5,1584.66,316.93,202.21,5,2,1.0,0.4,0.045871559633027525,0.52,0,57.18574702902349,63.1,19.3,70.0,0.2857142857142857,64.0,87.61375126390293,0.01834862385321101,12.285136501516684,42.51769464105157,50.2,Medium,Medium
P000059,Healthcare Provider 59,NY,Cardiology,91,29984.92721836454,675.1543082526463,317,4,814.23,203.56,121.03,4,3,1.0,0.75,0.04395604395604396,0.377,1,53.64814949992073,9.1,66.2,65.0,0.24675324675324675,60.18831168831169,83.72093023255815,0.03296703296703297,66.6835187057634,23.094034378159748,38.9,Medium,Medium
P000060,Healthcare Provider 60,TX,Internal Medicine,105,11313.090657808554,237.01067728339152,38,3,248.77,82.92,10.12,3,3,1.0,1.0,0.02857142857142857,0.204,1,53.64814949992073,51.4,7.2,70.0,0.32592592592592595,63.15555555555556,36.95652173913043,0.02857142857142857,46.562184024266934,59.20121334681497,28.1,Low,Low
P000061,Healthcare Provider 61,VA,Cardiology,88,18440.526022812297,271.8026578795094,660,4,648.29,162.07,103.39,4,2,1.0,0.5,0.045454545454545456,0.377,1,53.64814949992073,6.1,10.9,65.0,0.25,60.125,86.80485338725987,0.022727272727272728,29.474216380182,36.12740141557128,2.6,Low,Low
P000062,Healthcare Provider 62,VA,Internal Medicine,121,11388.937078299685,453.8170441079152,537,7,969.87,138.55,70.72,5,4,0.714,0.571,0.04132231404958678,0.829,0,57.18574702902349,100.0,45.1,70.0,0.27205882352941174,64.28676470588236,78.56420626895854,0.03305785123966942,67.03741152679474,26.04651162790698,83.3,Critical,Critical
P000063,Healthcare Provider 63,MD,Internal Medicine,104,10884.89738231886,207.9095468746992,386,2,446.44,223.22,235.16,1,2,0.5,1.0,0.009615384615384616,0.098,1,53.64814949992073,48.1,4.2,70.0,0.2857142857142857,64.0,2.62891809908999,0.019230769230769232,14.661274014155712,92.55813953488372,38.0,Medium,Medium
P000064,Healthcare Provider 64,VA,Internal Medicine,97,3905.3479744306023,290.1786073704104,633,6,1111.44,185.24,147.16,2,4,0.333,0.667,0.020618556701030927,0.696,0,57.18574702902349,24.8,14.2,70.0,0.27205882352941174,64.28676470588236,19.8685540950455,0.041237113402061855,90.69767441860465,51.79979777553084,16.4,Low,Low
P000065,Healthcare Provider 65,CA,Family Practice,91,17484.844328607618,175.5215157632963,928,6,1206.77,201.13,100.21,3,2,0.5,0.333,0.03296703296703297,0.621,0,57.18574702902349,9.1,2.1,50.0,0.23809523809523808,46.42857142857143,56.97674418604651,0.02197802197802198,27.24974721941355,54.914054600606676,2.0,Low,Low
P000066,Healthcare Provider 66,VA,Cardiology,96,4014.976341839294,639.0647184016223,26,3,456.8,152.27,30.42,3,2,1.0,0.667,0.03125,0.213,1,53.64814949992073,21.5,61.0,65.0,0.25,60.125,50.353892821031344,0.020833333333333332,22.649140546006066,60.72800808897877,58.5,Medium,Medium
P000067,Healthcare Provider 67,NY,Cardiology,99,13865.850721639128,346.99779996904186,454,3,347.71,115.9,38.63,2,2,0.667,0.667,0.020202020202020204,0.213,1,53.64814949992073,31.8,26.2,65.0,0.24675324675324675,60.18831168831169,17.644084934277046,0.020202020202020204,19.61577350859454,81.56723963599596,40.4,Medium,Medium
P000068,Healthcare Provider 68,NY,Cardiology,90,11935.892954598756,400.2306786465943,681,7,1544.11,220.59,166.44,5,3,0.714,0.429,0.05555555555555555,0.807,0,57.18574702902349,8.0,36.3,65.0,0.24675324675324675,60.18831168831169,98.58442871587462,0.03333333333333333,67.49241658240646,13.85237613751265,9.0,Low,Low
P000069,Healthcare Provider 69,FL,Internal Medicine,109,63063.35009892759,637.7875026352742,323,4,724.85,181.21,101.08,3,3,0.75,0.75,0.027522935779816515,0.345,1,53.64814949992073,63.1,60.8,70.0,0.23357664233576642,65.0948905109489,32.96258847320526,0.027522935779816515,41.20323559150657,63.74115267947421,81.1,Critical,Critical
P000071,Healthcare Provider 71,FL,Cardiology,104,10288.824808730658,345.1594539697002,513,4,632.01,158.0,95.02,3,2,0.75,0.5,0.028846153846153848,0.377,1,53.64814949992073,48.1,25.9,65.0,0.31386861313868614,58.879562043795616,38.4732052578362,0.019230769230769232,14.661274014155712,71.051567239636,49.0,Medium,Medium
P000072,Healthcare Provider 72,NY,Internal Medicine,103,15040.109240497854,237.89657022951536,819,7,2242.56,320.37,479.06,3,3,0.429,0.429,0.02912621359223301,0.829,0,57.18574702902349,45.2,7.4,70.0,0.2532467532467532,64.68181818181819,39.68655207280081,0.02912621359223301,49.54499494438827,56.370070778564205,27.6,Low,Low
P000073,Healthcare Provider 73,CA,Orthopedics,99,12330.810752991976,237.6379125828663,773,2,515.1,257.55,260.31,1,2,0.5,1.0,0.010101010101010102,0.085,1,53.64814949992073,31.8,7.3,50.0,0.3469387755102041,44.795918367346935,4.095045500505561,0.020202020202020204,19.61577350859454,89.69666329625885,14.6,Low,Low
P000074,Healthcare Provider 74,FL,Internal Medicine,87,86617.29599563136,254.6037851341944,13,11,1641.06,149.19,82.0,5,4,0.455,0.364,0.05747126436781609,0.996,0,57.18574702902349,5.2,8.6,70.0,0.23357664233576642,65.0948905109489,99.08998988877654,0.04597701149425287,98.02831142568252,1.334681496461073,0.9,Low,Low
P000075,Healthcare Provider 75,DC,Cardiology,98,7054.582092968723,315.3726024091347,915,5,673.04,134.61,105.18,1,3,0.2,0.6,0.01020408163265306,0.523,0,57.18574702902349,28.3,20.5,65.0,0.30158730158730157,59.11904761904762,4.448938321536906,0.030612244897959183,57.0273003033367,74.51971688574318,32.3,Medium,Medium
P000076,Healthcare Provider 76,TX,Internal Medicine,100,15072.022671289513,332.82014298558306,908,2,809.37,404.68,467.4,2,1,1.0,0.5,0.02,0.098,1,53.64814949992073,35.8,23.2,70.0,0.32592592592592595,63.15555555555556,16.329625884732053,0.01,4.499494438827098,88.40242669362993,45.3,Medium,Medium
P000077,Healthcare Provider 77,MD,Orthopedics,102,30701.452622951507,466.06078962142465,560,6,1042.51,173.75,101.08,3,4,0.5,0.667,0.029411764705882353,0.707,0,57.18574702902349,42.4,46.4,50.0,0.23376623376623376,46.493506493506494,40.950455005055616,0.0392156862745098,84.5298281092012,41.617795753286146,50.0,Medium,Medium
P000078,Healthcare Provider 78,NY,Internal Medicine,109,53166.47688875249,258.3697054278363,921,4,787.82,196.95,22.12,2,2,0.5,0.5,0.01834862385321101,0.345,1,53.64814949992073,63.1,9.1,70.0,0.2532467532467532,64.68181818181819,11.274014155712841,0.01834862385321101,12.285136501516684,88.32153690596562,53.4,Medium,Medium
P000079,Healthcare Provider 79,VA,Cardiology,99,15059.41180878829,473.3411320525089,825,2,613.68,306.84,239.47,2,2,1.0,1.0,0.020202020202020204,0.086,1,53.64814949992073,31.8,47.5,65.0,0.25,60.125,17.644084934277046,0.020202020202020204,19.61577350859454,81.56723963599596,60.4,High,High
P000080,Healthcare Provider 80,NY,Orthopedics,82,3235.3759047737503,514.1425932528804,371,5,782.13,156.43,115.31,4,3,0.8,0.6,0.04878048780487805,0.564,1,53.64814949992073,2.2,51.6,50.0,0.2922077922077922,45.616883116883116,92.51769464105156,0.036585365853658534,75.48028311425684,14.297269969666331,8.5,Low,Low
P000081,Healthcare Provider 81,VA,Family Practice,99,18956.37903520838,319.28652865418525,291,4,654.99,163.75,32.37,3,3,0.75,0.75,0.030303030303030304,0.324,1,53.64814949992073,31.8,21.2,50.0,0.22794117647058823,46.580882352941174,45.601617795753285,0.030303030303030304,55.25783619817998,50.53589484327604,14.1,Low,Low
P000082,Healthcare Provider 82,TX,Cardiology,94,85137.97682506905,269.7883368027298,332,4,466.83,116.71,49.68,4,3,1.0,0.75,0.0425531914893617,0.377,1,53.64814949992073,15.8,10.5,65.0,0.23703703703703705,60.37777777777778,80.99089989888778,0.031914893617021274,63.397371081900914,26.046511627906966,3.1,Low,Low
